,name,location,mobile_no,email,find_us,qualification,branch,career_issue,looking_for,technology,mode,time_slot,date,attended_by,no_persons,fee_details,year_of_pass_out,status,remarks,year,month
730,hidden,trivandrum,hidden,hidden,social media,pg,other,career gap,work experience,mern,online,morning,2023-07-01,baiju,1,12500,2018,not joined,suspected,2023,7
731,hidden,thrissur,hidden,hidden,social media,ug,computer science,no_career_issue,others,java,offline,morning,2023-07-23,rifna,1,60000,2019,not joined,suspected,2023,7
732,hidden,kozhikode,hidden,hidden,google,ug,mechanical,career gap,job oriented course,python,offline,morning,2023-02-07,baiju,5,60000,2018,joined,not impressed,2023,2
733,hidden,chevayur,hidden,hidden,social media,others,civil,no_career_issue,others,data science,hybrid,morning,2023-11-20,baiju,1,35000,2019,not joined,suspected,2023,11
734,hidden,chevayur,hidden,hidden,social media,sslc,electronics,no_career_issue,it internship,python,offline,weekend,2023-08-18,faisal,1,60000,2019,not joined,not interested,2023,8
735,hidden,kondotty,hidden,hidden,social media,ug,mechanical,backpapers,short term course,python,offline,weekend,2023-05-05,baiju,2,60000,2019,not joined,high fee,2023,5
736,hidden,pantheerankavu,hidden,hidden,reference,ug,electronics,no_career_issue,short term course,python,offline,morning,2023-05-14,lekha,1,60000,2021,not joined,call not picking,2023,5
737,hidden,tirur,hidden,hidden,google,ug,commerce,career gap,short term course,mern,offline,morning,2023-05-15,anupama,1,60000,2023,not joined,suspected,2023,5
738,hidden,palazhi,hidden,hidden,social media,ug,mechanical,backpapers,short term course,python,hybrid,morning,2023-02-26,faisal,1,60000,2018,not joined,not interested,2023,2
739,hidden,kozhikode,hidden,hidden,social media,pg,commerce,no_career_issue,it internship,python,offline,evening,2023-01-04,lekha,5,60000,2021,not joined,not interested,2023,1
740,hidden,kovoor,hidden,hidden,social media,pg,mechanical,no_career_issue,it internship,python,offline,morning,2023-12-10,baiju,1,60000,2022,joined,not impressed,2023,12
741,hidden,ernakulam,hidden,hidden,social media,ug,civil,no_career_issue,it internship,java,offline,weekend,2023-11-16,lekha,1,12500,2018,not joined,not impressed,2023,11
742,hidden,beypore,hidden,hidden,social media,sslc,mechanical,no_career_issue,short term course,python,offline,evening,2023-06-27,baiju,1,12500,2023,not joined,call not picking,2023,6
743,hidden,tanur,hidden,hidden,google,ug,computer science,no_career_issue,it internship,data science,offline,morning,2023-06-21,anupama,5,60000,2022,not joined,high fee,2023,6
744,hidden,koyilandy,hidden,hidden,reference,ug,other,no_career_issue,others,java,offline,morning,2023-12-16,rifna,2,60000,2019,joined,not impressed,2023,12
745,hidden,pantheerankavu,hidden,hidden,others,pg,civil,no_career_issue,short term course,web designing,offline,afternoon,2023-12-12,baiju,4,60000,2018,not joined,call not picking,2023,12
746,hidden,ramanattukara,hidden,hidden,social media,ug,other,backpapers,short term course,mern,offline,afternoon,2023-06-01,baiju,3,12500,2021,not joined,call not picking,2023,6
747,hidden,palazhi,hidden,hidden,social media,ug,other,non it background,it internship,python,online,morning,2023-02-23,baiju,3,60000,2022,joined,not impressed,2023,2
748,hidden,ponnani,hidden,hidden,social media,ug,other,non it background,job oriented course,mern,offline,morning,2023-04-13,baiju,2,12500,2018,not joined,not okay,2023,4
749,hidden,manjeri,hidden,hidden,social media,ug,civil,no_career_issue,work experience,python,online,afternoon,2023-08-10,baiju,1,35000,2023,not joined,joined other institude,2023,8
750,hidden,palakkad,hidden,hidden,social media,ug,computer science,no_career_issue,short term course,data science,online,morning,2023-07-26,sivaprasad,2,60000,2018,not joined,high fee,2023,7
751,hidden,ramanattukara,hidden,hidden,social media,ug,other,no_career_issue,short term course,python,offline,evening,2023-01-06,baiju,1,12500,2019,not joined,high fee,2023,1
752,hidden,kozhikode,hidden,hidden,social media,pg,other,no_career_issue,work experience,python,online,morning,2023-02-18,baiju,2,60000,2022,not joined,suspected,2023,2
753,hidden,farook,hidden,hidden,reference,ug,other,backpapers,short term course,mern,online,morning,2023-06-11,baiju,5,60000,2020,joined,not impressed,2023,6
754,hidden,ponnani,hidden,hidden,social media,ug,other,career gap,it internship,mern,hybrid,morning,2023-11-17,baiju,1,60000,2023,not joined,not okay,2023,11
755,hidden,westhill,hidden,hidden,social media,ug,civil,no_career_issue,short term course,data science,offline,weekend,2023-04-13,baiju,1,35000,2023,not joined,joined other institude,2023,4
756,hidden,vadakara,hidden,hidden,google,ug,mechanical,backpapers,job oriented course,python,online,morning,2023-04-20,faisal,2,35000,2019,not joined,not okay,2023,4
757,hidden,kozhikode,hidden,hidden,reference,ug,electronics,no_career_issue,short term course,mern,offline,morning,2023-05-09,baiju,5,12500,2023,not joined,not impressed,2023,5
758,hidden,malappuram,hidden,hidden,social media,pg,mechanical,non it background,short term course,mern,offline,weekend,2023-09-05,rifna,2,35000,2022,not joined,call not picking,2023,9
759,hidden,kozhikode,hidden,hidden,reference,ug,other,non it background,others,ai,offline,afternoon,2023-05-23,sivaprasad,1,60000,2020,not joined,suspected,2023,5
760,hidden,chevayur,hidden,hidden,others,ug,computer science,no_career_issue,short term course,python,offline,weekend,2023-11-12,baiju,1,35000,2020,not joined,suspected,2023,11
761,hidden,ramanattukara,hidden,hidden,social media,ug,mechanical,non it background,job oriented course,python,offline,evening,2023-03-15,deepak,1,60000,2018,not joined,not impressed,2023,3
762,hidden,nadakkavu,hidden,hidden,reference,ug,electronics,no_career_issue,work experience,mern,offline,morning,2023-04-16,baiju,3,60000,2019,joined,not impressed,2023,4
763,hidden,kondotty,hidden,hidden,social media,pg,mechanical,no_career_issue,short term course,mern,offline,morning,2023-09-01,rifna,1,60000,2019,joined,not impressed,2023,9
764,hidden,vadakara,hidden,hidden,social media,ug,computer science,no_career_issue,short term course,java,online,morning,2023-05-13,faisal,3,35000,2019,not joined,not interested,2023,5
765,hidden,kunnamangalam,hidden,hidden,social media,pg,commerce,career gap,short term course,mern,online,morning,2023-10-01,deepak,2,60000,2019,joined,not impressed,2023,10
766,hidden,palazhi,hidden,hidden,social media,ug,electronics,career gap,others,mern,hybrid,afternoon,2023-07-04,sivaprasad,5,60000,2021,joined,not impressed,2023,7
767,hidden,beypore,hidden,hidden,social media,ug,other,career gap,work experience,flutter,offline,morning,2023-02-22,lekha,1,60000,2018,not joined,not impressed,2023,2
768,hidden,westhill,hidden,hidden,social media,ug,computer science,no_career_issue,short term course,mern,offline,morning,2023-08-20,deepak,2,35000,2019,not joined,high fee,2023,8
769,hidden,kozhikode,hidden,hidden,others,ug,mechanical,no_career_issue,others,testing,online,afternoon,2023-01-03,baiju,1,35000,2022,not joined,suspected,2023,1
770,hidden,chevayur,hidden,hidden,social media,others,civil,non it background,others,python,offline,evening,2023-12-02,anupama,2,12500,2018,not joined,joined other institude,2023,12
771,hidden,ernakulam,hidden,hidden,social media,ug,other,no_career_issue,job oriented course,flutter,offline,morning,2023-12-01,baiju,1,60000,2023,not joined,not okay,2023,12
772,hidden,chevayur,hidden,hidden,social media,pg,computer science,no_career_issue,others,mern,hybrid,evening,2023-09-03,baiju,1,35000,2018,not joined,call not picking,2023,9
773,hidden,ramanattukara,hidden,hidden,social media,ug,mechanical,backpapers,job oriented course,mern,online,morning,2023-02-08,sivaprasad,1,12500,2021,not joined,call not picking,2023,2
774,hidden,nilambur,hidden,hidden,google,pg,computer science,non it background,it internship,data science,hybrid,evening,2023-07-05,baiju,3,60000,2020,not joined,not impressed,2023,7
775,hidden,kozhikode,hidden,hidden,social media,ug,civil,non it background,it internship,python,offline,evening,2023-06-04,baiju,2,60000,2021,not joined,high fee,2023,6
776,hidden,vadakara,hidden,hidden,reference,diploma,electronics,no_career_issue,others,java,online,morning,2023-02-26,faisal,1,35000,2021,not joined,not interested,2023,2
777,hidden,nadakkavu,hidden,hidden,social media,ug,computer science,backpapers,job oriented course,data science,hybrid,afternoon,2023-03-15,deepak,1,12500,2020,not joined,high fee,2023,3
778,hidden,chevayur,hidden,hidden,social media,pg,other,no_career_issue,job oriented course,data science,offline,evening,2023-11-25,baiju,3,60000,2023,not joined,not impressed,2023,11
779,hidden,chevayur,hidden,hidden,social media,pg,mechanical,no_career_issue,work experience,data science,offline,weekend,2023-04-01,monish,3,60000,2018,not joined,high fee,2023,4
780,hidden,nadakkavu,hidden,hidden,social media,ug,electronics,career gap,job oriented course,java,offline,afternoon,2023-12-14,baiju,1,60000,2019,not joined,not impressed,2023,12
781,hidden,trivandrum,hidden,hidden,social media,ug,electronics,career gap,it internship,python,offline,morning,2023-12-21,monish,5,12500,2023,not joined,call not picking,2023,12
782,hidden,tanur,hidden,hidden,social media,ug,commerce,career gap,job oriented course,mern,offline,weekend,2023-09-25,baiju,2,35000,2020,not joined,call not picking,2023,9
783,hidden,chevayur,hidden,hidden,reference,ug,civil,non it background,job oriented course,flutter,offline,morning,2023-09-09,baiju,1,60000,2020,joined,not impressed,2023,9
784,hidden,ernakulam,hidden,hidden,google,pg,other,career gap,short term course,data science,offline,morning,2023-03-17,baiju,1,60000,2021,joined,not impressed,2023,3
785,hidden,nadakkavu,hidden,hidden,reference,ug,civil,no_career_issue,short term course,python,online,evening,2023-05-25,baiju,1,60000,2022,not joined,not impressed,2023,5
786,hidden,kozhikode,hidden,hidden,reference,ug,civil,career gap,job oriented course,mern,online,afternoon,2023-07-01,rifna,2,35000,2020,not joined,not interested,2023,7
787,hidden,ernakulam,hidden,hidden,social media,ug,mechanical,no_career_issue,it internship,mern,hybrid,evening,2023-05-19,baiju,1,60000,2019,not joined,high fee,2023,5
788,hidden,chaliyam,hidden,hidden,social media,pg,commerce,no_career_issue,it internship,data science,offline,morning,2023-12-09,baiju,1,12500,2019,not joined,high fee,2023,12
789,hidden,nadakkavu,hidden,hidden,social media,ug,mechanical,no_career_issue,others,data science,online,evening,2023-01-15,monish,4,60000,2018,joined,not impressed,2023,1
790,hidden,kunnamangalam,hidden,hidden,others,pg,commerce,no_career_issue,work experience,mern,online,morning,2023-08-12,monish,6,60000,2021,not joined,high fee,2023,8
791,hidden,pantheerankavu,hidden,hidden,google,ug,electronics,non it background,work experience,mern,online,morning,2023-08-04,anupama,3,35000,2018,not joined,not impressed,2023,8
792,hidden,kottayam,hidden,hidden,google,ug,civil,non it background,job oriented course,python,offline,weekend,2023-07-16,baiju,3,60000,2019,not joined,high fee,2023,7
793,hidden,pantheerankavu,hidden,hidden,reference,ug,computer science,no_career_issue,job oriented course,data science,hybrid,afternoon,2023-09-07,deepak,1,60000,2020,not joined,high fee,2023,9
794,hidden,farook,hidden,hidden,social media,ug,mechanical,no_career_issue,short term course,java,offline,afternoon,2023-12-16,lekha,2,60000,2018,not joined,suspected,2023,12
795,hidden,kovoor,hidden,hidden,reference,ug,computer science,no_career_issue,short term course,java,hybrid,evening,2023-01-02,baiju,2,60000,2018,joined,not impressed,2023,1
796,hidden,westhill,hidden,hidden,social media,pg,computer science,no_career_issue,short term course,mern,online,afternoon,2023-08-04,baiju,1,60000,2018,joined,not impressed,2023,8
797,hidden,kozhikode,hidden,hidden,others,pg,mechanical,career gap,work experience,web designing,online,morning,2023-05-13,monish,3,60000,2023,not joined,not okay,2023,5
798,hidden,koyilandy,hidden,hidden,reference,ug,other,backpapers,short term course,python,offline,afternoon,2023-01-12,baiju,2,60000,2022,not joined,call not picking,2023,1
799,hidden,koyilandy,hidden,hidden,social media,ug,mechanical,career gap,it internship,java,online,morning,2023-02-13,baiju,3,60000,2019,joined,not impressed,2023,2
800,hidden,tanur,hidden,hidden,social media,ug,civil,backpapers,short term course,mern,offline,morning,2023-02-14,baiju,1,12500,2022,not joined,suspected,2023,2
801,hidden,palakkad,hidden,hidden,social media,ug,civil,career gap,job oriented course,python,offline,morning,2023-08-02,rifna,4,60000,2022,joined,not impressed,2023,8
802,hidden,wayanad,hidden,hidden,social media,ug,mechanical,no_career_issue,it internship,data science,offline,weekend,2023-11-16,baiju,4,60000,2018,not joined,not interested,2023,11
803,hidden,pantheerankavu,hidden,hidden,social media,ug,other,non it background,it internship,java,hybrid,morning,2023-01-20,baiju,5,60000,2022,joined,not impressed,2023,1
804,hidden,koyilandy,hidden,hidden,social media,pg,computer science,career gap,short term course,python,offline,evening,2023-01-06,anupama,5,60000,2019,not joined,not interested,2023,1
805,hidden,tanur,hidden,hidden,others,ug,computer science,no_career_issue,it internship,python,hybrid,morning,2023-12-11,baiju,1,60000,2022,not joined,not impressed,2023,12
806,hidden,tirur,hidden,hidden,google,ug,commerce,no_career_issue,it internship,mern,online,afternoon,2023-06-14,faisal,2,35000,2020,not joined,high fee,2023,6
807,hidden,medical college,hidden,hidden,social media,others,other,non it background,work experience,mern,offline,evening,2023-04-02,baiju,1,35000,2023,not joined,joined other institude,2023,4
808,hidden,trivandrum,hidden,hidden,social media,ug,other,career gap,others,python,offline,morning,2023-06-14,baiju,2,60000,2023,not joined,not okay,2023,6
809,hidden,kozhikode,hidden,hidden,social media,ug,electronics,non it background,job oriented course,mern,online,morning,2023-06-22,anupama,2,35000,2019,not joined,suspected,2023,6
810,hidden,kottayam,hidden,hidden,social media,plus 2,other,no_career_issue,others,mern,online,weekend,2023-07-21,baiju,1,60000,2019,not joined,not okay,2023,7
811,hidden,ernakulam,hidden,hidden,reference,ug,electronics,no_career_issue,it internship,mern,offline,morning,2023-03-18,sandra,5,60000,2023,not joined,call not picking,2023,3
812,hidden,thrissur,hidden,hidden,reference,plus 2,other,no_career_issue,others,data science,offline,morning,2023-05-08,faisal,1,60000,2022,not joined,high fee,2023,5
813,hidden,westhill,hidden,hidden,others,pg,commerce,non it background,job oriented course,java,online,morning,2023-04-10,anupama,2,60000,2022,not joined,call not picking,2023,4
814,hidden,ramanattukara,hidden,hidden,reference,pg,civil,backpapers,work experience,python,offline,afternoon,2023-03-17,sandra,3,60000,2019,not joined,call not picking,2023,3
815,hidden,chevayur,hidden,hidden,google,pg,civil,no_career_issue,job oriented course,mern,hybrid,morning,2023-04-14,deepak,2,60000,2020,not joined,joined other institude,2023,4
816,hidden,beypore,hidden,hidden,others,ug,civil,no_career_issue,it internship,java,hybrid,afternoon,2023-06-08,lekha,1,60000,2018,not joined,joined other institude,2023,6
817,hidden,nadakkavu,hidden,hidden,social media,pg,civil,no_career_issue,job oriented course,web designing,offline,morning,2023-01-13,monish,6,60000,2022,not joined,call not picking,2023,1
818,hidden,kannur,hidden,hidden,social media,diploma,commerce,no_career_issue,it internship,mern,offline,morning,2023-05-20,monish,2,35000,2018,not joined,high fee,2023,5
819,hidden,chevayur,hidden,hidden,social media,ug,computer science,backpapers,it internship,data science,offline,morning,2023-06-03,baiju,2,60000,2021,joined,not impressed,2023,6
820,hidden,ramanattukara,hidden,hidden,social media,pg,other,career gap,it internship,python,offline,morning,2023-07-17,baiju,1,60000,2018,not joined,suspected,2023,7
821,hidden,kozhikode,hidden,hidden,reference,ug,other,career gap,short term course,others,online,morning,2023-10-13,baiju,2,60000,2018,not joined,call not picking,2023,10
822,hidden,kozhikode,hidden,hidden,social media,ug,civil,no_career_issue,work experience,python,hybrid,evening,2023-10-17,rifna,5,60000,2020,joined,not impressed,2023,10
823,hidden,kunnamangalam,hidden,hidden,social media,others,mechanical,non it background,work experience,flutter,offline,afternoon,2023-09-20,faisal,1,60000,2019,joined,not impressed,2023,9
824,hidden,kozhikode,hidden,hidden,social media,pg,other,no_career_issue,work experience,mern,offline,weekend,2023-06-19,baiju,1,60000,2019,not joined,high fee,2023,6
825,hidden,malappuram,hidden,hidden,social media,ug,mechanical,no_career_issue,job oriented course,mern,offline,morning,2023-05-05,anupama,1,60000,2023,not joined,suspected,2023,5
826,hidden,kozhikode,hidden,hidden,social media,ug,other,no_career_issue,work experience,python,offline,afternoon,2023-12-21,sandra,1,60000,2018,joined,not impressed,2023,12
827,hidden,medical college,hidden,hidden,social media,pg,commerce,non it background,it internship,python,hybrid,weekend,2023-11-01,baiju,2,60000,2021,not joined,joined other institude,2023,11
828,hidden,kondotty,hidden,hidden,reference,ug,electronics,career gap,it internship,data science,offline,evening,2023-10-09,baiju,1,60000,2022,not joined,not impressed,2023,10
829,hidden,westhill,hidden,hidden,social media,pg,electronics,non it background,it internship,data science,offline,evening,2023-05-17,baiju,1,60000,2018,not joined,not interested,2023,5
830,hidden,palazhi,hidden,hidden,google,sslc,computer science,career gap,short term course,python,offline,afternoon,2023-06-20,sandra,1,35000,2022,not joined,call not picking,2023,6
831,hidden,farook,hidden,hidden,social media,ug,mechanical,no_career_issue,work experience,python,offline,afternoon,2023-05-18,baiju,1,60000,2018,not joined,suspected,2023,5
832,hidden,ramanattukara,hidden,hidden,social media,sslc,civil,backpapers,others,python,offline,morning,2023-11-01,anupama,2,60000,2023,joined,not impressed,2023,11
833,hidden,kozhikode,hidden,hidden,social media,ug,electronics,no_career_issue,short term course,mern,offline,morning,2023-12-18,lekha,2,60000,2018,not joined,not okay,2023,12
834,hidden,trivandrum,hidden,hidden,social media,ug,electronics,backpapers,short term course,java,offline,morning,2023-01-01,baiju,2,60000,2019,joined,not impressed,2023,1
835,hidden,ramanattukara,hidden,hidden,social media,others,other,no_career_issue,job oriented course,python,offline,afternoon,2023-12-27,rifna,2,60000,2022,not joined,not okay,2023,12
836,hidden,kunnamangalam,hidden,hidden,social media,ug,mechanical,no_career_issue,job oriented course,python,offline,evening,2023-08-04,baiju,1,12500,2018,not joined,not impressed,2023,8
837,hidden,kovoor,hidden,hidden,social media,diploma,electronics,no_career_issue,short term course,data science,hybrid,afternoon,2023-10-20,monish,1,35000,2022,not joined,not okay,2023,10
838,hidden,malappuram,hidden,hidden,social media,ug,mechanical,no_career_issue,others,python,offline,evening,2023-12-15,baiju,2,60000,2021,not joined,call not picking,2023,12
839,hidden,vadakara,hidden,hidden,social media,ug,electronics,no_career_issue,others,data science,offline,morning,2023-11-19,rifna,1,60000,2023,joined,not impressed,2023,11
840,hidden,farook,hidden,hidden,others,ug,civil,no_career_issue,others,data science,online,morning,2024-07-21,baiju,3,60000,2023,joined,not impressed,2024,7
841,hidden,kannur,hidden,hidden,social media,ug,civil,no_career_issue,job oriented course,mern,online,afternoon,2024-07-20,faisal,2,60000,2023,not joined,not okay,2024,7
842,hidden,ramanattukara,hidden,hidden,reference,ug,other,no_career_issue,it internship,mern,offline,morning,2024-12-14,sivaprasad,1,35000,2023,not joined,suspected,2024,12
843,hidden,thrissur,hidden,hidden,social media,plus 2,electronics,backpapers,work experience,python,offline,evening,2024-02-19,deepak,2,60000,2020,not joined,not okay,2024,2
844,hidden,kondotty,hidden,hidden,social media,ug,electronics,career gap,work experience,mern,offline,morning,2024-06-26,lekha,2,60000,2019,not joined,not interested,2024,6
845,hidden,westhill,hidden,hidden,social media,plus 2,electronics,backpapers,others,mern,hybrid,afternoon,2024-12-11,faisal,2,60000,2019,not joined,not interested,2024,12
846,hidden,nadakkavu,hidden,hidden,social media,ug,computer science,no_career_issue,work experience,mern,offline,morning,2024-06-04,anupama,2,35000,2019,not joined,not impressed,2024,6
847,hidden,kunnamangalam,hidden,hidden,reference,others,civil,no_career_issue,others,mern,offline,morning,2024-09-09,monish,4,35000,2019,not joined,not okay,2024,9
848,hidden,westhill,hidden,hidden,reference,ug,mechanical,no_career_issue,job oriented course,python,online,afternoon,2024-06-18,rifna,1,35000,2023,not joined,suspected,2024,6
849,hidden,westhill,hidden,hidden,google,ug,computer science,no_career_issue,job oriented course,java,offline,evening,2024-05-17,sandra,1,60000,2023,not joined,high fee,2024,5
850,hidden,westhill,hidden,hidden,reference,ug,commerce,no_career_issue,job oriented course,mern,hybrid,evening,2024-12-27,rifna,1,60000,2020,not joined,not interested,2024,12
851,hidden,tirur,hidden,hidden,social media,ug,commerce,backpapers,job oriented course,mern,offline,afternoon,2024-06-11,baiju,1,60000,2020,joined,not impressed,2024,6
852,hidden,kozhikode,hidden,hidden,social media,plus 2,mechanical,non it background,others,python,hybrid,weekend,2024-02-22,monish,5,60000,2020,not joined,call not picking,2024,2
853,hidden,chevayur,hidden,hidden,google,pg,computer science,no_career_issue,short term course,data science,online,morning,2024-05-11,baiju,1,12500,2024,not joined,not impressed,2024,5
854,hidden,nadakkavu,hidden,hidden,social media,plus 2,other,no_career_issue,it internship,python,offline,morning,2024-05-14,monish,3,35000,2020,not joined,not impressed,2024,5
855,hidden,wayanad,hidden,hidden,social media,diploma,electronics,no_career_issue,work experience,data science,hybrid,morning,2024-05-04,baiju,2,60000,2021,joined,not impressed,2024,5
856,hidden,malappuram,hidden,hidden,social media,ug,civil,career gap,others,python,offline,afternoon,2024-10-22,baiju,1,35000,2019,not joined,suspected,2024,10
857,hidden,chevayur,hidden,hidden,social media,ug,civil,career gap,it internship,python,online,morning,2024-06-18,baiju,1,35000,2019,not joined,call not picking,2024,6
858,hidden,kozhikode,hidden,hidden,google,ug,commerce,no_career_issue,others,python,offline,morning,2024-01-24,baiju,1,12500,2023,not joined,high fee,2024,1
859,hidden,kunnamangalam,hidden,hidden,google,ug,other,career gap,it internship,others,offline,morning,2024-06-27,sandra,2,12500,2022,not joined,not impressed,2024,6
860,hidden,beypore,hidden,hidden,social media,pg,commerce,no_career_issue,short term course,mern,offline,weekend,2024-07-12,deepak,3,60000,2019,joined,not impressed,2024,7
861,hidden,farook,hidden,hidden,social media,pg,electronics,no_career_issue,work experience,mern,offline,evening,2024-03-18,rifna,2,35000,2024,not joined,not impressed,2024,3
862,hidden,kozhikode,hidden,hidden,others,ug,civil,no_career_issue,work experience,java,offline,morning,2024-06-19,anupama,1,60000,2021,not joined,not okay,2024,6
863,hidden,beypore,hidden,hidden,social media,plus 2,mechanical,backpapers,short term course,web designing,offline,morning,2024-12-17,baiju,3,12500,2019,not joined,suspected,2024,12
864,hidden,kondotty,hidden,hidden,social media,ug,computer science,backpapers,short term course,python,hybrid,morning,2024-05-06,baiju,3,60000,2023,not joined,call not picking,2024,5
865,hidden,vadakara,hidden,hidden,google,sslc,mechanical,no_career_issue,it internship,java,offline,morning,2024-10-08,rifna,1,60000,2023,not joined,high fee,2024,10
866,hidden,manjeri,hidden,hidden,social media,ug,commerce,no_career_issue,it internship,mern,hybrid,afternoon,2024-12-23,baiju,2,60000,2021,not joined,not impressed,2024,12
867,hidden,nadakkavu,hidden,hidden,reference,ug,other,no_career_issue,short term course,mern,offline,morning,2024-03-06,faisal,1,60000,2022,joined,not impressed,2024,3
868,hidden,nadakkavu,hidden,hidden,social media,pg,computer science,backpapers,short term course,mern,offline,morning,2024-03-12,baiju,1,60000,2022,joined,not impressed,2024,3
869,hidden,ponnani,hidden,hidden,others,pg,computer science,backpapers,short term course,data science,online,morning,2024-04-03,rifna,1,60000,2019,joined,not impressed,2024,4
870,hidden,kozhikode,hidden,hidden,social media,pg,other,no_career_issue,job oriented course,python,offline,morning,2024-04-20,faisal,2,12500,2021,not joined,call not picking,2024,4
871,hidden,kozhikode,hidden,hidden,social media,ug,computer science,no_career_issue,job oriented course,java,hybrid,morning,2024-12-24,baiju,4,60000,2019,not joined,joined other institude,2024,12
872,hidden,palakkad,hidden,hidden,social media,ug,computer science,career gap,work experience,web designing,offline,morning,2024-09-21,anupama,3,60000,2024,not joined,not interested,2024,9
873,hidden,nadakkavu,hidden,hidden,others,ug,mechanical,no_career_issue,it internship,mern,offline,evening,2024-01-12,baiju,2,60000,2022,not joined,not okay,2024,1
874,hidden,westhill,hidden,hidden,social media,ug,computer science,career gap,job oriented course,data science,offline,weekend,2024-12-08,anupama,1,12500,2021,not joined,not interested,2024,12
875,hidden,trivandrum,hidden,hidden,social media,others,civil,no_career_issue,it internship,mern,online,afternoon,2024-05-27,anupama,4,60000,2019,not joined,call not picking,2024,5
876,hidden,nilambur,hidden,hidden,google,pg,mechanical,career gap,short term course,mern,offline,weekend,2024-12-18,faisal,1,60000,2024,not joined,suspected,2024,12
877,hidden,kunnamangalam,hidden,hidden,social media,ug,civil,backpapers,work experience,ai,offline,morning,2024-09-06,baiju,1,60000,2021,joined,not impressed,2024,9
878,hidden,westhill,hidden,hidden,reference,pg,mechanical,non it background,work experience,java,hybrid,morning,2024-06-20,baiju,1,12500,2019,not joined,joined other institude,2024,6
879,hidden,medical college,hidden,hidden,reference,pg,mechanical,career gap,it internship,mern,offline,morning,2024-05-04,faisal,1,60000,2023,not joined,high fee,2024,5
880,hidden,kunnamangalam,hidden,hidden,reference,sslc,other,no_career_issue,work experience,flutter,offline,morning,2024-07-02,baiju,1,12500,2022,not joined,high fee,2024,7
881,hidden,palazhi,hidden,hidden,social media,pg,electronics,no_career_issue,job oriented course,python,offline,afternoon,2024-03-23,baiju,2,60000,2024,not joined,not okay,2024,3
882,hidden,farook,hidden,hidden,social media,ug,mechanical,career gap,work experience,java,online,evening,2024-07-13,baiju,1,60000,2021,joined,not impressed,2024,7
883,hidden,westhill,hidden,hidden,social media,ug,mechanical,backpapers,others,java,offline,weekend,2024-05-12,deepak,5,60000,2019,not joined,high fee,2024,5
884,hidden,kozhikode,hidden,hidden,social media,sslc,computer science,no_career_issue,others,mern,offline,morning,2024-07-06,baiju,2,60000,2021,joined,not impressed,2024,7
885,hidden,tanur,hidden,hidden,social media,ug,computer science,no_career_issue,short term course,python,offline,morning,2024-11-23,baiju,5,60000,2022,not joined,not impressed,2024,11
886,hidden,kozhikode,hidden,hidden,social media,ug,commerce,no_career_issue,job oriented course,python,offline,morning,2024-10-10,lekha,1,60000,2019,not joined,call not picking,2024,10
887,hidden,westhill,hidden,hidden,social media,ug,computer science,no_career_issue,others,data science,offline,morning,2024-12-17,anupama,2,60000,2021,not joined,not okay,2024,12
888,hidden,kozhikode,hidden,hidden,social media,ug,electronics,no_career_issue,work experience,python,offline,morning,2024-12-15,baiju,2,12500,2020,not joined,not interested,2024,12
889,hidden,chevayur,hidden,hidden,social media,diploma,mechanical,backpapers,work experience,mern,online,morning,2024-06-18,lekha,3,12500,2020,not joined,not interested,2024,6
890,hidden,kannur,hidden,hidden,social media,ug,computer science,no_career_issue,job oriented course,ai,hybrid,afternoon,2024-07-14,baiju,2,60000,2020,not joined,not impressed,2024,7
891,hidden,farook,hidden,hidden,others,diploma,other,non it background,job oriented course,mern,offline,morning,2024-08-06,monish,2,12500,2019,not joined,high fee,2024,8
892,hidden,kondotty,hidden,hidden,others,ug,computer science,no_career_issue,work experience,data science,offline,afternoon,2024-06-09,baiju,2,60000,2019,joined,not impressed,2024,6
893,hidden,westhill,hidden,hidden,social media,ug,computer science,no_career_issue,others,data science,hybrid,morning,2024-11-08,baiju,1,60000,2024,not joined,call not picking,2024,11
894,hidden,kottayam,hidden,hidden,google,ug,electronics,career gap,job oriented course,python,hybrid,afternoon,2024-12-08,baiju,2,12500,2020,not joined,suspected,2024,12
895,hidden,kunnamangalam,hidden,hidden,others,ug,civil,career gap,job oriented course,java,offline,weekend,2024-04-05,baiju,1,60000,2020,not joined,not okay,2024,4
896,hidden,wayanad,hidden,hidden,reference,ug,mechanical,career gap,job oriented course,mern,offline,morning,2024-04-06,rifna,1,60000,2023,not joined,joined other institude,2024,4
897,hidden,beypore,hidden,hidden,social media,plus 2,computer science,career gap,job oriented course,mern,online,morning,2024-05-06,baiju,2,60000,2022,joined,not impressed,2024,5
898,hidden,kovoor,hidden,hidden,reference,ug,commerce,non it background,others,data science,online,afternoon,2024-04-25,baiju,1,60000,2021,not joined,suspected,2024,4
899,hidden,nilambur,hidden,hidden,social media,pg,electronics,non it background,job oriented course,java,offline,evening,2024-06-21,baiju,1,12500,2019,not joined,not okay,2024,6
900,hidden,westhill,hidden,hidden,social media,ug,other,backpapers,it internship,mern,online,morning,2024-06-22,baiju,1,60000,2023,not joined,joined other institude,2024,6
901,hidden,medical college,hidden,hidden,social media,ug,commerce,no_career_issue,job oriented course,java,offline,morning,2024-11-21,deepak,1,60000,2023,not joined,high fee,2024,11
